X,Y,OBJECTID,PaccNumber,custCOMPANY_NAME,custDBA,pvNUMBER,custID,pvYEAR,pvEFFDATE,pvEXPIRE,contCREATED,contCALCDATE,contPOSTDATE,paccCOMPANY,addrNUMBER_MAIL,addrSTREET1_MAIL,addrSTREET2_MAIL,addrCITY_MAIL,stABBR_MAIL,addrZIP_MAIL,Full_Address,addrNUMBER_PHYSICAL,addrSTREET1_PHYSICAL,addrSTREET2_PHYSICAL,addrZIP_PHYSICAL,scID,scCODE,scNAME,pvscDESC,nbiCODE,pvrtCODE,pvrtDESC,CITY,addrCITY_PHYSICAL,stABBR_PHYSICAL,Id,postYear,GlobalID,created_user,created_date,last_edited_user,last_edited_date
,,287,5070014-BUS,ALABAMA MACHINERY AND SUPPLY,ALABAMA MACHINERY AND SUPPLY,202300010179,501,2023,2023/01/01,2023/12/31,2023/02/27,2022/12/31,2023/02/27,ALABAMA MACHINERY AND SUPPLY,,P O BOX 20,,MONTGOMERY,AL,36101,323 BIBB ST,323,BIBB ST,,36104,607,453998,ALL OTHER MISCELLANEOUS RETAILERS,MERCHANT RETAIL,,,Renew,YES,MONTGOMERY,AL,,2023,{D842BD37-7141-4B50-8193-BAD608B76251},,,,
,,288,5070014-BUS,ALABAMA MACHINERY AND SUPPLY,ALABAMA MACHINERY AND SUPPLY,202400006920,501,2024,2024/01/01,2024/12/31,2024/02/16,2024/01/22,2024/02/05,ALABAMA MACHINERY AND SUPPLY,,P O BOX 20,,MONTGOMERY,AL,36101,323 BIBB ST,323,BIBB ST,,36104,580,422990,ALL OTHER WHOLESALE TRADENON-DURABLE,MERCHANTS WHOLESALE,,,Renew,YES,MONTGOMERY,AL,,2024,{5E591E93-28F2-450D-AC3E-152090E87E4B},,,,
,,289,5070014-BUS,ALABAMA MACHINERY AND SUPPLY,ALABAMA MACHINERY AND SUPPLY,202300010179,501,2023,2023/01/01,2023/12/31,2023/02/27,2022/12/31,2023/02/27,ALABAMA MACHINERY AND SUPPLY,,P O BOX 20,,MONTGOMERY,AL,36101,323 BIBB ST,323,BIBB ST,,36104,589,444130,"BUILDING MATERIALSHARDWARE, PAINT, HOME CENTER, WALLPAPER, NURSERY",DEALER BLDG MAT,,,Renew,YES,MONTGOMERY,AL,,2023,{704D284E-B591-4146-B3EF-97DDE2596873},,,,
544700.982180327,694747.094498076,290,9348407-BUS,ALABAMA MAINTENANCE INC,ALABAMA MAINTENANCE INC,202100013776,5955,2021,2021/01/01,2021/12/31,2021/07/16,2021/07/12,2021/07/12,ALABAMA MAINTENANCE INC,6320,DEERWOOD CT,,MONTGOMERY,AL,36117,6320 DEERWOOD CT,6320,DEERWOOD CT,,36117,787,0,,TONY PRUITT HVAC #09026/2009026 EXP 12/31/21,,,Renew,YES,MONTGOMERY,AL,2,2021,{4B3B2782-874A-4AF1-A349-8B1AF44F0D83},,,,
544700.982180327,694747.094498076,291,9348407-BUS,ALABAMA MAINTENANCE INC,ALABAMA MAINTENANCE INC,202200011135,5955,2022,2022/01/01,2022/12/31,2022/03/29,2022/03/20,2022/03/31,ALABAMA MAINTENANCE INC,6320,DEERWOOD CT,,MONTGOMERY,AL,36117,6320 DEERWOOD CT,6320,DEERWOOD CT,,36117,607,453998,ALL OTHER MISCELLANEOUS RETAILERS,ALL OTHER MISCELLANEOUS RETAILERS,,,Renew,YES,MONTGOMERY,AL,2,2022,{1A8CA32F-3C94-47FC-8C9A-8CA177CDFF9B},,,,
544700.982180327,694747.094498076,292,9348407-BUS,ALABAMA MAINTENANCE INC,ALABAMA MAINTENANCE INC,202100013776,5955,2021,2021/01/01,2021/12/31,2021/07/16,2021/07/12,2021/07/12,ALABAMA MAINTENANCE INC,6320,DEERWOOD CT,,MONTGOMERY,AL,36117,6320 DEERWOOD CT,6320,DEERWOOD CT,,36117,607,453998,ALL OTHER MISCELLANEOUS RETAILERS,ALL OTHER MISCELLANEOUS RETAILERS,,,Renew,YES,MONTGOMERY,AL,2,2021,{E6DA3083-4377-4C73-A2FE-A66DC0A2D7DE},,,,
,,293,9365688-BUS,ALABAMA MECHANICAL SERVICE LLC,ALABAMA MECHANICAL SERVICE LLC,202100006309,19359,2021,2021/01/01,2021/12/31,2021/02/17,2021/01/20,2021/02/16,ALABAMA MECHANICAL SERVICE LLC,,PO BOX 101,,RAMER,AL,36069,PO BOX 101,PO BOX 101,PO BOX 101,,36069,787,0,,SCOTT BAKER - HVAC#00206 / 004397,,,Renew,NO,RAMER,AL,,2021,{670CEAE8-2BB4-44D5-99E8-AE8065570E64},,,HNAM,2025/04/04 19:19:32+00
,,294,9365688-BUS,ALABAMA MECHANICAL SERVICE LLC,ALABAMA MECHANICAL SERVICE LLC,202200005177,19359,2022,2022/01/01,2022/12/31,2022/02/09,2022/02/08,2022/02/08,ALABAMA MECHANICAL SERVICE LLC,,PO BOX 101,,RAMER,AL,36069,PO BOX 101,PO BOX 101,PO BOX 101,,36069,787,0,,SCOTT BAKER  HVAC #00206 / 004397,,,Renew,NO,RAMER,AL,,2022,{F1ECA71B-3DA6-4E2E-B3E7-9F469B2D5BF7},,,HNAM,2025/04/04 19:19:32+00
541183.075830329,685959.63438274,295,041675-BUS,ALABAMA MANHATTAN,ALABAMA MANHATTAN,202400004314,44969,2024,2024/01/01,2024/12/31,2024/02/07,2024/01/25,2024/02/06,ALABAMA MANHATTAN,9266,HARRINGTON CIR,,MONTGOMERY,AL,361178476,1061 EASTDALE MALL,1061,EASTDALE MALL,UNIT B9,361172115,598,448190,"CLOTHING AND ACCESSORIESMEN, WOMEN, CHILDREN, INFANT, SHOE, JEWELRY",RETAIL MENS CLOTHING,,,New,YES,MONTGOMERY,AL,1,2024,{9E1653D0-64F3-4EF1-B1F9-54ED469DCBD8},,,,
,,296,9365688-BUS,ALABAMA MECHANICAL SERVICE LLC,ALABAMA MECHANICAL SERVICE LLC,202200005177,19359,2022,2022/01/01,2022/12/31,2022/02/09,2022/02/08,2022/02/08,ALABAMA MECHANICAL SERVICE LLC,,PO BOX 101,,RAMER,AL,36069,PO BOX 101,PO BOX 101,PO BOX 101,,36069,536,238111,CONTRACTORSSPECIALTY TRADEHEATING AND AIR CONDITIONING,,,,Renew,NO,RAMER,AL,,2022,{2A2D1FF2-0ED8-4B6D-BBDF-6C9C6FA8BD3D},,,HNAM,2025/04/04 19:19:32+00
541183.075830329,685959.63438274,297,041675-BUS,ALABAMA MANHATTAN,ALABAMA MANHATTAN,202300000585,44969,2022,2022/01/01,2022/12/31,2022/12/07,2022/12/05,2022/12/13,ALABAMA MANHATTAN,9266,HARRINGTON CIR,,MONTGOMERY,AL,361178476,1061 EASTDALE MALL,1061,EASTDALE MALL,UNIT B9,361172115,598,448190,"CLOTHING AND ACCESSORIESMEN, WOMEN, CHILDREN, INFANT, SHOE, JEWELRY",RETAIL MENS CLOTHING,,,New,YES,MONTGOMERY,AL,1,2022,{7696E346-71A5-4D10-8EFA-5A57D23C9837},,,,
,,298,9365688-BUS,ALABAMA MECHANICAL SERVICE LLC,ALABAMA MECHANICAL SERVICE LLC,202300004110,19359,2023,2023/01/01,2023/12/31,2023/02/01,2023/02/01,2023/02/01,ALABAMA MECHANICAL SERVICE LLC,,PO BOX 101,,RAMER,AL,36069,PO BOX 101,PO BOX 101,PO BOX 101,,36069,787,0,,SCOTT BAKER  HVAC #00206 / 004397,,,Renew,NO,RAMER,AL,,2023,{F2FB9FA8-CD46-4209-84CE-E11EE72EF15C},,,HNAM,2025/04/04 19:19:32+00
,,299,9366996-BUS,ALABAMA MERCHANDISING,ALABAMA MERCHANDISING,202300002663,38472,2023,2023/01/01,2023/12/31,2023/01/24,2023/01/23,2023/01/23,ALABAMA MERCHANDISING,213,DISTRIBUTION DR,,HOMEWOOD,AL,35209,213 DISTRIBUTION DR,213,DISTRIBUTION DR,,35209,627,492200,SPECIAL DELIVERY LICENSE,SPECIAL DELIVERY LICENSE,,,Renew,NO,HOMEWOOD,AL,,2023,{0D5E8B85-A3B8-46D1-B4CF-D5DA218793FB},,,,
492832.808685914,672537.91910024,300,036015-BUS,ALABAMA METAL BUILDINGS AND COMPONENTS INC,ALABAMA METAL BUILDINGS AND COMPONENTS INC,202100012698,39307,2021,2021/01/01,2021/12/31,2021/03/02,2021/02/22,2021/02/22,ALABAMA METAL BUILDINGS AND COMPONENTS INC,3466,HAYNEVILLE RD,,MONTGOMERY,AL,361083905,3466 HAYNEVILLE RD,3466,HAYNEVILLE RD,,361083905,555,332999,"METAL FABRICATIONCUTLERY, STRUCTURAL, MACHINE SHOPS",METAL ROOF MANUFACTURE ,,,Renew,YES,MONTGOMERY,AL,4,2021,{DDD3BF2E-928B-4061-9D7D-3A58FAD75EA5},,,,
565299.005288661,680110.601461403,301,9354249-BUS,ALABAMA MUNICIPAL ELECTRIC AUTHORITY,ALABAMA MUNICIPAL ELECTRIC AUTHORITY,202300003162,22372,2023,2023/01/01,2023/12/31,2023/01/27,2023/01/26,2023/01/27,ALABAMA MUNICIPAL ELECTRIC AUTHORITY,80,TECHNACENTER DR,,MONTGOMERY,AL,36117,80 TECHNACENTER DR,80,TECHNACENTER DR,,36117,775,920010,CATEGORY FOR NUMBER OF EMPLOYEES AS A BASIS FOR CALCULATING LICENSE,CATEGORY NUMBER OF EMPLOYEES,,,Renew,YES,MONTGOMERY,AL,1,2023,{A0F72616-BEE7-42B6-9448-B767AD9F53FD},,,,
544393.157336663,669387.761686653,302,4720030-BUS,ALABAMA MOTORIST ASSOC INC,A A A WORLDWIDE TRAVEL,202200010217,1419,2022,2022/01/01,2022/12/31,2022/03/11,2022/01/28,2022/03/24,ALABAMA MOTORIST ASSOC INC,3333,FAIRVIEW RD,(A-379),COSTA MESA,CA,926261610,6901 VAUGHN RD,6901,VAUGHN RD,,36116,685,561510,TRAVEL AGENCIES,,,,Renew,YES,MONTGOMERY,AL,9,2022,{B5DC639F-E1D9-4ED7-9F47-5092C65FD77B},,,,
,,304,9359927-BUS,ALABAMA MUSIC EDUCATIONAL CENT,ALMEC LLC,202400000426,35620,2024,2024/01/01,2024/12/31,2024/01/08,2024/01/08,2024/01/08,ALABAMA MUSIC EDUCATIONAL CENT,1460,ANN ST,,MONTGOMERY,AL,36107,1460 ANN ST,1460,ANN ST,,36107,661,531100,RENTAL AND LEASINGREAL PROPERTY RENTAL,,,,Renew,YES,MONTGOMERY,AL,,2024,{D5B5E60C-0971-4E55-80B1-6164B6703CD8},,,,
544393.157336663,669387.761686653,305,4720030-BUS,ALABAMA MOTORIST ASSOC INC,A A A WORLDWIDE TRAVEL,202300008734,1419,2023,2023/01/01,2023/12/31,2023/02/18,2023/01/31,2023/02/18,ALABAMA MOTORIST ASSOC INC,3333,FAIRVIEW RD,(A-379),COSTA MESA,CA,926261610,6901 VAUGHN RD,6901,VAUGHN RD,,36116,685,561510,TRAVEL AGENCIES,,,,Renew,YES,MONTGOMERY,AL,9,2023,{76F556F8-97C5-4C50-AC5F-0CDCBD9B1985},,,,
,,306,5990855-BUS,ALABAMA NUMISMATICS,ALABAMA NUMISMATICS,202400009577,413,2024,2024/01/01,2024/12/31,2024/02/13,2024/01/25,2024/02/13,ALABAMA NUMISMATICS,,PO BOX 241501,,MONTGOMERY,AL,361241501,PO BOX 241501,PO BOX 241501,PO BOX 241501,,361241501,787,0,,"NO SALES TAX REPORTING FROM JUNE 1, 2018- MAY 30, 2023 ",,,Renew,YES,MONTGOMERY,AL,,2024,{A8D4F167-0D00-441E-B327-3070900BCDAF},,,HNAM,2025/04/04 19:19:32+00
537944.182373747,706717.28020332,308,5990642-BUS,ALABAMA OFFICE SUPPLY,ALABAMA OFFICE SUPPLY,202100008004,1841,2021,2021/01/01,2021/12/31,2021/02/23,2021/01/31,2021/01/31,ALABAMA OFFICE SUPPLY,,P O BOX 467,,OPELIKA,AL,36803,3501 WETUMPKA HWY,3501,WETUMPKA HWY,,36110,607,453998,ALL OTHER MISCELLANEOUS RETAILERS,OFFICE SUPPLIES,,,Renew,YES,MONTGOMERY,AL,,2021,{5CB7DB13-4F87-494D-B7A1-D5BDCBDB3DFF},,,,
537944.182373747,706717.28020332,309,5990642-BUS,ALABAMA OFFICE SUPPLY,ALABAMA OFFICE SUPPLY,202300007970,1841,2023,2023/01/01,2023/12/31,2023/02/15,2023/01/31,2023/02/15,ALABAMA OFFICE SUPPLY,,P O BOX 467,,OPELIKA,AL,36803,3501 WETUMPKA HWY,3501,WETUMPKA HWY,,36110,607,453998,ALL OTHER MISCELLANEOUS RETAILERS,OFFICE SUPPLIES,,,Renew,YES,MONTGOMERY,AL,,2023,{F5EE35D1-74B0-4504-B2E1-B94B1B55EC94},,,,
531606.860074662,676351.214623243,310,9353017-BUS,ALABAMA ONCOLOGY HEMATOLOGY,AVERY ROBERT ALLEN,202300007510,34699,2023,2023/01/01,2023/12/31,2023/02/14,2023/01/31,2023/02/07,ALABAMA ONCOLOGY HEMATOLOGY,4145,CARMICHAEL RD,,MONTGOMERY,AL,36106,4145 CARMICHAEL RD,4145,CARMICHAEL RD,,36106,703,621100,PHYSICIANINDIVIDUAL PROFESSIONAL LICENSE,PHYSICIAN - IND,,,Renew,YES,MONTGOMERY,AL,5,2023,{45EE8DEC-51F2-4B11-B517-60E10CB5B63D},,,,
531606.860074662,676351.214623243,311,9353017-BUS,ALABAMA ONCOLOGY HEMATOLOGY,AVERY ROBERT ALLEN,202400006563,34699,2024,2024/01/01,2024/12/31,2024/02/15,2024/01/20,2024/02/28,ALABAMA ONCOLOGY HEMATOLOGY,4145,CARMICHAEL RD,,MONTGOMERY,AL,36106,4145 CARMICHAEL RD,4145,CARMICHAEL RD,,36106,703,621100,PHYSICIANINDIVIDUAL PROFESSIONAL LICENSE,PHYSICIAN - IND,,,Renew,YES,MONTGOMERY,AL,5,2024,{678F639E-CC54-4182-94F0-344A11B27521},,,,
531606.860074662,676351.214623243,312,8030295-BUS,ALABAMA ONCOLOGY HEMATOLOGY,BARNES HARRY M III,202400006565,14682,2024,2024/01/01,2024/12/31,2024/02/15,2024/01/20,2024/02/28,ALABAMA ONCOLOGY HEMATOLOGY,4145,CARMICHAEL RD,,MONTGOMERY,AL,36106,4145 CARMICHAEL RD,4145,CARMICHAEL RD,,36106,703,621100,PHYSICIANINDIVIDUAL PROFESSIONAL LICENSE,PHYSICIAN,,,Renew,YES,MONTGOMERY,AL,5,2024,{FB228757-17A3-4C37-B0DE-71D221408FDE},,,,
531606.860074662,676351.214623243,313,9354841-BUS,ALABAMA ONCOLOGY HEMATOLOGY,BELLAM NARESH,202400006566,22653,2024,2024/01/01,2024/12/31,2024/02/15,2024/01/20,2024/02/28,ALABAMA ONCOLOGY HEMATOLOGY,4145,CARMICHAEL RD,,MONTGOMERY,AL,36106,4145 CARMICHAEL RD,4145,CARMICHAEL RD,,36106,703,621100,PHYSICIANINDIVIDUAL PROFESSIONAL LICENSE,PHYSICIAN - IND,,,Renew,YES,MONTGOMERY,AL,5,2024,{ACB80CCB-956F-4870-B955-00565B42FC00},,,,
530858.502647497,675880.886823736,314,9352284-BUS,ALABAMA ONCOLOGY HEMATOLOGY,BOOZER KARLENE R  CRNP,202100003524,28618,2021,2021/01/01,2021/12/31,2021/02/04,2021/01/29,2021/02/04,ALABAMA ONCOLOGY HEMATOLOGY,4145,CARMICHAEL RD,,MONTGOMERY,AL,36106,4142 CARMICHAEL RD,4142,CARMICHAEL RD,,36106,707,621399,ALL OTHER MISCELLANEOUS HEALTH PRACTITIONERS,CERTIFIED NURSE PRACTITIONER,,,Renew,YES,MONTGOMERY,AL,5,2021,{402264F1-712B-4976-891B-A487C4DA7E75},,,,
531606.860074662,676351.214623243,315,8031067-BUS,ALABAMA ONCOLOGY HEMATOLOGY,DAVIDSON STEPHEN LEE MD,202200008340,14888,2022,2022/01/01,2022/12/31,2022/02/25,2022/02/02,2022/02/25,ALABAMA ONCOLOGY HEMATOLOGY,4145,CARMICHAEL RD,,MONTGOMERY,AL,36106,4145 CARMICHAEL RD,4145,CARMICHAEL RD,,36106,703,621100,PHYSICIANINDIVIDUAL PROFESSIONAL LICENSE,PHYSICIAN,,,Renew,YES,MONTGOMERY,AL,5,2022,{3BDCC127-DC91-4001-A02F-ED0359A41E4F},,,,
531606.860074662,676351.214623243,316,8031067-BUS,ALABAMA ONCOLOGY HEMATOLOGY,DAVIDSON STEPHEN LEE MD,202400006637,14888,2024,2024/01/01,2024/12/31,2024/02/15,2024/01/20,2024/02/28,ALABAMA ONCOLOGY HEMATOLOGY,4145,CARMICHAEL RD,,MONTGOMERY,AL,36106,4145 CARMICHAEL RD,4145,CARMICHAEL RD,,36106,703,621100,PHYSICIANINDIVIDUAL PROFESSIONAL LICENSE,PHYSICIAN,,,Renew,YES,MONTGOMERY,AL,5,2024,{2C7B3E2E-3DA6-4077-A458-AAACB403821B},,,,
531606.860074662,676351.214623243,317,9352283-BUS,ALABAMA ONCOLOGY HEMATOLOGY,ENGLISH MELISSA MONK  CRNP,202300007466,28617,2023,2023/01/01,2023/12/31,2023/02/14,2023/01/31,2023/02/07,ALABAMA ONCOLOGY HEMATOLOGY,4145,CARMICHAEL RD,,MONTGOMERY,AL,36106,4145 CARMICHAEL RD,4145,CARMICHAEL RD,,36106,707,621399,ALL OTHER MISCELLANEOUS HEALTH PRACTITIONERS,CERTIFIED NURSE PRACTITIONER,,,Renew,YES,MONTGOMERY,AL,5,2023,{CDD70197-3DBF-44F3-BFF6-73CECF70165A},,,,
531606.860074662,676351.214623243,318,9352283-BUS,ALABAMA ONCOLOGY HEMATOLOGY,ENGLISH MELISSA MONK  CRNP,202400006640,28617,2024,2024/01/01,2024/12/31,2024/02/15,2024/01/20,2024/02/28,ALABAMA ONCOLOGY HEMATOLOGY,4145,CARMICHAEL RD,,MONTGOMERY,AL,36106,4145 CARMICHAEL RD,4145,CARMICHAEL RD,,36106,707,621399,ALL OTHER MISCELLANEOUS HEALTH PRACTITIONERS,CERTIFIED NURSE PRACTITIONER,,,Renew,YES,MONTGOMERY,AL,5,2024,{C8E8B135-9807-4264-ABCB-019F17E63B3F},,,,
531606.860074662,676351.214623243,319,9360776-BUS,ALABAMA ONCOLOGY HEMATOLOGY,JERKINS ASHTON P,202400006962,18351,2024,2024/01/01,2024/12/31,2024/02/18,2024/01/20,2024/02/28,ALABAMA ONCOLOGY HEMATOLOGY,4145,CARMICHAEL RD,,MONTGOMERY,AL,36106,4145 CARMICHAEL RD,4145,CARMICHAEL RD,,36106,707,621399,ALL OTHER MISCELLANEOUS HEALTH PRACTITIONERS,CERTIFIED NURSE PRACTITIONER,,,Renew,YES,MONTGOMERY,AL,5,2024,{E8D4E51A-1BE2-4182-85D3-D504721480AD},,,,
531606.860074662,676351.214623243,320,8031186-BUS,ALABAMA ONCOLOGY HEMATOLOGY,MCDANIEL SCOTT MD,202300007516,14929,2023,2023/01/01,2023/12/31,2023/02/14,2023/01/31,2023/02/07,ALABAMA ONCOLOGY HEMATOLOGY,4145,CARMICHAEL RD,,MONTGOMERY,AL,36106,4145 CARMICHAEL RD,4145,CARMICHAEL RD,,36106,703,621100,PHYSICIANINDIVIDUAL PROFESSIONAL LICENSE,,,,Renew,YES,MONTGOMERY,AL,5,2023,{E02322DA-DEB4-4894-B7CE-9137D1F3B672},,,,
531606.860074662,676351.214623243,321,8031186-BUS,ALABAMA ONCOLOGY HEMATOLOGY,MCDANIEL SCOTT MD,202400006972,14929,2024,2024/01/01,2024/12/31,2024/02/18,2024/01/20,2024/02/28,ALABAMA ONCOLOGY HEMATOLOGY,4145,CARMICHAEL RD,,MONTGOMERY,AL,36106,4145 CARMICHAEL RD,4145,CARMICHAEL RD,,36106,703,621100,PHYSICIANINDIVIDUAL PROFESSIONAL LICENSE,,,,Renew,YES,MONTGOMERY,AL,5,2024,{EFB0CBB6-4459-4877-B6B0-71F90B3805D8},,,,
531606.860074662,676351.214623243,322,9345395-BUS,ALABAMA ONCOLOGY HEMATOLOGY,REARDON JOHN DR,202400006986,21883,2024,2024/01/01,2024/12/31,2024/02/18,2024/01/20,2024/02/28,ALABAMA ONCOLOGY HEMATOLOGY,4145,CARMICHAEL RD,,MONTGOMERY,AL,36106,4145 CARMICHAEL RD,4145,CARMICHAEL RD,,36106,703,621100,PHYSICIANINDIVIDUAL PROFESSIONAL LICENSE,PHYSICIAN - IND,,,Renew,YES,MONTGOMERY,AL,5,2024,{434635F7-3785-4A35-8C96-53C203428058},,,,
531606.860074662,676351.214623243,323,9356375-BUS,ALABAMA ONCOLOGY HEMATOLOGY,ROBERTS CATHERINE W   CRNP,202200008320,16031,2022,2022/01/01,2022/12/31,2022/02/25,2022/02/02,2022/02/25,ALABAMA ONCOLOGY HEMATOLOGY,4145,CARMICHAEL RD,,MONTGOMERY,AL,36106,4145 CARMICHAEL RD,4145,CARMICHAEL RD,,36106,707,621399,ALL OTHER MISCELLANEOUS HEALTH PRACTITIONERS,CERTIFIED NURSE PRACTITIONER,,,Renew,YES,MONTGOMERY,AL,5,2022,{630951F0-C88C-4126-BE1A-F25B06B60E1F},,,,
531606.860074662,676351.214623243,324,044784-BUS,ALABAMA ONCOLOGY HEMATOLOGY,STACY H GLASS,202400006642,48080,2024,2024/01/01,2024/12/31,2024/02/15,2024/01/20,2024/02/28,ALABAMA ONCOLOGY HEMATOLOGY,,PO BOX 230667,,MONTGOMERY,AL,361230667,4145 CARMICHAEL RD,4145,CARMICHAEL RD,,361062803,707,621399,ALL OTHER MISCELLANEOUS HEALTH PRACTITIONERS,,,,New,YES,MONTGOMERY,AL,5,2024,{3F7FC498-EE1A-4B4C-8294-352655FC56F5},,,,
531606.860074662,676351.214623243,325,8030541-BUS,ALABAMA ONCOLOGY HEMATOLOGY,THOMPSON KEITH A,202200008354,14751,2022,2022/01/01,2022/12/31,2022/02/25,2022/02/02,2022/02/25,ALABAMA ONCOLOGY HEMATOLOGY,4145,CARMICHAEL RD,,MONTGOMERY,AL,36106,4145 CARMICHAEL RD,4145,CARMICHAEL RD,,36106,703,621100,PHYSICIANINDIVIDUAL PROFESSIONAL LICENSE,PHYSICIAN,,,Renew,YES,MONTGOMERY,AL,5,2022,{083E25B3-F6A1-42CF-9571-20043E8F2E72},,,,
531606.860074662,676351.214623243,326,9352287-BUS,ALABAMA ONCOLOGY HEMATOLOGY,TURNER DONNA W CRNP,202200008328,34441,2022,2022/01/01,2022/12/31,2022/02/25,2022/02/02,2022/02/25,ALABAMA ONCOLOGY HEMATOLOGY,4145,CARMICHAEL RD,,MONTGOMERY,AL,36106,4145 CARMICHAEL RD,4145,CARMICHAEL RD,,36106,707,621399,ALL OTHER MISCELLANEOUS HEALTH PRACTITIONERS,CERTIFIED NURSE PRACTITIONER,,,Renew,YES,MONTGOMERY,AL,5,2022,{055A6073-C7D0-423B-9B5B-E2197789BC34},,,,
531606.860074662,676351.214623243,327,042224-BUS,ALABAMA ONCOLOGY HEMATOLOGY ASSOCIATES,BENSON PATTY B NP,202300008276,45518,2023,2023/01/01,2023/12/31,2023/02/16,2023/02/13,2023/02/13,ALABAMA ONCOLOGY HEMATOLOGY ASSOCIATES,4145,CARMICHAEL RD,,MONTGOMERY,AL,361062803,4145 CARMICHAEL RD,4145,CARMICHAEL RD,,361062803,707,621399,ALL OTHER MISCELLANEOUS HEALTH PRACTITIONERS,,,,New,YES,MONTGOMERY,AL,5,2023,{3471FF67-69FF-4528-A705-817DED5493C7},,,,
,,328,039438-BUS,ALABAMA CANCER CARE LLC,ALEKSIDZE NINO MD,202400007697,42732,2024,2024/01/01,2024/12/31,2024/02/21,2024/02/01,2024/02/08,ALABAMA CANCER CARE LLC,1400,AFFLINK PLACE,STE 101,TUSCALOOSA,AL,35406,1400 AFFLINK PLACE,1400,AFFLINK PLACE,STE 101,35406,703,621100,PHYSICIANINDIVIDUAL PROFESSIONAL LICENSE,,,,New,NO,TUSCALOOSA,AL,,2024,{929D9B37-A30E-470F-9870-DEFAA5B81388},,,,
531606.860074662,676351.214623243,329,042224-BUS,ALABAMA ONCOLOGY HEMATOLOGY ASSOCIATES,BENSON PATTY B NP,202400006568,45518,2024,2024/01/01,2024/12/31,2024/02/15,2024/01/20,2024/02/28,ALABAMA ONCOLOGY HEMATOLOGY ASSOCIATES,4145,CARMICHAEL RD,,MONTGOMERY,AL,361062803,4145 CARMICHAEL RD,4145,CARMICHAEL RD,,361062803,707,621399,ALL OTHER MISCELLANEOUS HEALTH PRACTITIONERS,,,,New,YES,MONTGOMERY,AL,5,2024,{3F1C7292-677D-4797-A8F5-4C4026E14488},,,,
552278.640253328,682720.686464325,331,9367180-BUS,ALABAMA CANCER CARE LLC,BELELCAZAR ASTRID MD,202400007698,38649,2024,2024/01/01,2024/12/31,2024/02/21,2024/02/01,2024/02/08,ALABAMA CANCER CARE LLC,1400,AFFLINK PLACE,101,TUSCALOOSA,AL,35406,300 ST LUKES DR,300,ST LUKES DR,,36117,703,621100,PHYSICIANINDIVIDUAL PROFESSIONAL LICENSE,PHYSICIANINDIVIDUAL PROFESSIONAL LICENSE,,,Renew,YES,MONTGOMERY,AL,9,2024,{D88F273F-265B-4997-A98A-BC24CADAF59A},,,,
552043.257850081,682697.077587657,333,040282-BUS,ALABAMA CENTER FOR REPRODUCTIVE MEDICINE PLLC,LONG CECIL MD,202200014486,43576,2022,2022/01/01,2022/12/31,2022/05/27,2022/05/18,2022/05/27,ALABAMA CENTER FOR REPRODUCTIVE MEDICINE PLLC,2006,BROOKWOOD MEDICAL CENTER DR,STE 302,BIRMINGHAM,AL,35209,7209 COPPERFIELD DR,7209,COPPERFIELD DR,,36117,709,621498,"OUTPATIENT CARE CENTERSCLINICS, ALL OTHER TYPES OF MEDICAL SERVICES",,,,New,YES,MONTGOMERY,AL,9,2022,{E79AF1A1-3789-49BD-8D05-50A53D40D0B5},,,,
511830.35008708,682378.532292992,334,5940661-BUS,ALABAMA CATTLEMENS ASSOCIATION,ALABAMA CATTLEMENS ASSOCIATION,202400003651,1938,2024,2024/01/01,2024/12/31,2024/02/05,2024/02/01,2024/02/05,ALABAMA CATTLEMENS ASSOCIATION,201,SOUTH BAINBRIDGE ST,,MONTGOMERY,AL,36104,201 BAINBRIDGE ST SOUTH,201,BAINBRIDGE ST SOUTH,,36104,607,453998,ALL OTHER MISCELLANEOUS RETAILERS,GIFT SHOP,,,Renew,YES,MONTGOMERY,AL,3,2024,{5C85922C-A416-435B-885F-88701371C1D9},,,,
,,335,043506-BUS,ALABAMA COMFORT CONTROLS LLC,ALABAMA COMFORT CONTROLS LLC,202400003479,46801,2024,2024/01/01,2024/12/31,2024/02/03,2024/01/31,2024/02/05,ALABAMA COMFORT CONTROLS LLC,,PO BOX 2769,,ALBERTVILLE,AL,359500046,PO BOX 2769,PO BOX 2769,PO BOX 2769,,359500046,787,0,,TRAVIS K W CRYAR  HVAC #22027 EXP 12 31 24,,,New,NO,ALBERTVILLE,AL,,2024,{12E02136-0D99-4B54-B0F1-8126F1C59323},,,HNAM,2025/04/04 19:19:32+00
511830.35008708,682378.532292992,336,5940661-BUS,ALABAMA CATTLEMENS ASSOCIATION,ALABAMA CATTLEMENS ASSOCIATION,202100004823,1938,2021,2021/01/01,2021/12/31,2021/02/04,2021/01/29,2021/02/04,ALABAMA CATTLEMENS ASSOCIATION,201,SOUTH BAINBRIDGE ST,,MONTGOMERY,AL,36104,201 BAINBRIDGE ST SOUTH,201,BAINBRIDGE ST SOUTH,,36104,607,453998,ALL OTHER MISCELLANEOUS RETAILERS,GIFT SHOP,,,Renew,YES,MONTGOMERY,AL,3,2021,{5BB600BE-0C09-470D-80A6-307914A54CFA},,,,
